/* DATA DESCRIPTION:
Citation:	de Beaulieu, Jacques-Louis (2010): Pollen profile GPILXX, La Grande Pile, France. European Pollen Database (EPD), PANGAEA, https://doi.org/10.1594/PANGAEA.739275
Related to:	de Beaulieu, Jacques-Louis; Reille, Maurice (1992): The last climatic cycle at la Grande Pile (Vosges,France): A new pollen profile. Quaternary Science Reviews, 11(4), 431-438, https://doi.org/10.1016/0277-3791(92)90025-4
	Guiot, Joel; Pons, A; de Beaulieu, Jacques-Louis; Reille, Maurice (1989): A 140,000-year continental climate reconstruction from two European pollen records. Nature, 338, 309-313, https://doi.org/10.1038/338309a0
	Guiot, Joel; Reille, Maurice; de Beaulieu, Jacques-Louis; Pons, A (1992): Calibration of the climatic signal in a new pollen sequence from La Grande Pile. Climate Dynamics, 6, 259-264, https://doi.org/10.1007/BF00193539
Coverage:	LATITUDE: 47.733333 * LONGITUDE: 6.503889
	DATE/TIME START: 1978-06-30T00:00:00 * DATE/TIME END: 1978-06-30T00:00:00
	MINIMUM DEPTH, sediment/rock: 3.92 m * MAXIMUM DEPTH, sediment/rock: 18.89 m
Event(s):	GPILXX * LATITUDE: 47.733333 * LONGITUDE: 6.503889 * DATE/TIME: 1978-06-30T00:00:00 * ELEVATION START: 330.0 m * ELEVATION END: 0.0 m * LOCATION: La Grande Pile, France * COMMENT: At about 80 m to the south of GPX.
Comment:	The EPD (http://www.europeanpollendatabase.net) accepted species name is given in the parameter comment. This dataset was archived on 2010-05-11 from the EPD database.
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Investigator (Investigator) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Analyst
	Abies [#] (Abi) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Abies
	Acer [#] (Ace) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Acer campestre-type
	Alisma [#] (Ali) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Alisma-type
	Alnus [#] (Aln) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Alnus
	Armeria [#] (Arm) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Armeria-type
	Artemisia [#] (Art) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Artemisia
	Betula [#] (Bet) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Betula
	Boraginaceae [#] (Borae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Boraginaceae
	Botrychium [#] (Bot) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Botrychium
	Bruckenthalia [#] (Brk) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Bruckenthalia spiculifolia
	Buxus [#] (Bux) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Buxus
	Calluna vulgaris [#] (Cal.v) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Calluna vulgaris
	Campanulaceae [#] (Camae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Campanulaceae
	Carpinus [#] (Car) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Carpinus betulus
	Caryophyllaceae [#] (Cphae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Caryophyllaceae
	Cedrus [#] (Ced) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Cedrus
	Centaurea [#] (Cen) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Asteroideae
	Chenopodiaceae [#] (Cheae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Chenopodiaceae/Amaranthaceae
	Asteroideae [#] (Asteroideae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Compositae subfam. Asteroideae
	Cichorioideae [#] (Cicoid) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Compositae subfam. Cichorioideae
	Corylus [#] (Cor) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Corylus
	Crassulaceae [#] (Craae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Crassulaceae
	Cruciferae [#] (Cru) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Cruciferae
	Cyperaceae [#] (Cypae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Cyperaceae
	Dipsacaceae [#] (Dipae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Dipsacaceae
	Ephedra [#] (Eph) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Ephedra
	Ericaceae [#] (Eriae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Ericaceae-type
	Fagus [#] (Fag) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Fagus
	Filipendula [#] (Flp) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Filipendula
	Fraxinus [#] (Frx) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Fraxinus
	Gentiana [#] (Gen) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Gentianaceae
	Gramineae [#] (Graae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Gramineae
	Hedera [#] (Hed) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Hedera
	Helianthemum [#] (Hel) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Helianthemum
	Hippophae [#] (Hpp) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Hippophae rhamnoides
	Ilex [#] (Ile) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Ilex
	Isoetes [#] (Iso) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Isoetes
	Juniperus [#] (Jun) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Juniperus-type
	Labiatae [#] (Lab) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Labiatae
	Leguminosae [#] (Leg) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Leguminosae
	Lemna [#] (Lem) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Lemna
	Liliaceae [#] (Lilae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Liliaceae-type
	Lycopodium [#] (Lyc) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Lycopodiaceae
	Menyanthes trifoliata [#] (Mey.t) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Menyanthes trifoliata-type
	Mercurialis [#] (Mer) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Mercurialis
	Monolete spore(s) [#] (Mon.s) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Monolete spore(s)
	Myriophyllum [#] (Myo) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Myriophyllum
	Nymphaea [#] (Nym) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Nymphaea
	Osmunda regalis [#] (Osm.r) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Osmunda regalis
	Picea [#] (Pic) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Picea
	Pinus [#] (Pin) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Pinus
	Plantago [#] (Pla) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Plantago
	Plantago lanceolata [#] (Pla.l) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Plantago lanceolata-type
	Polygonum [#] (Pol) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Polygonum
	Polygonum alpinum [#] (Pol.a) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Polygonum alpinum
	Polygonum bistorta [#] (Pol.b) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Polygonum bistorta-type
	Polypodium [#] (Ppd) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Polypodium
	Populus [#] (Pop) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Populus
	Potamogeton [#] (Pot) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Potamogeton-type
	Quercus ilex [#] (Que.i) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Quercus ilex-type
	Quercus robur-type [#] (Que.r-T) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Quercus robur-type
	Ranunculaceae [#] (Ranae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Ranunculaceae
	Ranunculus subgen. Batrachium [#] (Ran.Sg.B) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Ranunculus flammula-type
	Rhamnus [#] (Rha) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Rhamnus
	Rosaceae [#] (Rosae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Rosaceae
	Rubiaceae [#] (Rubae) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Rubiaceae
	Rumex [#] (Rum) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Rumex/Oxyria
	Salix [#] (Sal) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Salix
	Sanguisorba minor [#] (San.m) * PI: de Beaulieu, Jacques-Louis (jacques-louis.de-beaulieu@univ-cezanne.fr) * COMMENT: Sanguisorba minor-type
